source,translation,reference,bleu,rouge1_f,rouge2_f,rougeL_f,meteor
Không để lại gì ngoài mấy hòn đá khốn khiếp trên cái cửa sổ chết tiệt này.,There's nothing left but fucking rocks on this goddamn window.,Nothing left but some damn rocks on a windowsill.,11.208466750961147,0.5,0.33333333333333326,0.5,0.6222488995598239
Gì thế?,What is it?,So what?,15.97357760615681,0.4,0.0,0.4,0.32258064516129037
"- Anh muốn gì nữa đây, Keith?","- What do you want, Keith?","- What do you want now, Keith?",61.019504321125766,0.9090909090909091,0.6666666666666665,0.9090909090909091,0.8918539325842695
Yes?,Yes?,Yes?,100.00000000000004,1.0,0.0,1.0,0.9375
Đó là lý do mà cha cô gửi cô đi xa ư? Tới chỗ Nữ Hoàng Mary?,Is that why your father sent you away?,"Is that why he sent you so far away, with queen mary?",13.927628237847681,0.6,0.33333333333333326,0.6,0.4701436130007558
Um...,Um...,Um...,100.00000000000004,1.0,0.0,1.0,0.9375
Đưa tao đến Westside.,Take me to Westside.,Take me Westside.,30.213753973567677,0.8571428571428571,0.4,0.8571428571428571,0.9146341463414633
Một con hàu bất tỉnh cũng ghê như một con còn sống nhăn...,An unconscious oyster is as terrible as a live one...,An unconscious oyster's just as horrible as the fucker wide awake...,14.56333152456979,0.45454545454545453,0.19999999999999998,0.45454545454545453,0.3993055555555555
"Hmm, thích uống rượu nữa.","Hmm, likes to drink.",He loves to pull a cork.,8.170609724417774,0.2,0.0,0.2,0.14492753623188406
"Trước khi chúng ta đi, Coulson bảo tôi lo cho anh.","Before we left, Coulson told me to take care of you.","Before we left, Coulson told me to take care of you.",100.00000000000004,1.0,1.0,1.0,0.9997724169321802
- Tôi nghĩ đó là lời khen.,- I think it's a compliment.,I think that's a compliment.,30.739407647563215,0.8333333333333334,0.6,0.8333333333333334,0.8294209702660407
Nó chỉ thường dành cho con nít.,It's usually for kids.,It-It's usually only open to children.,8.515289178380433,0.4615384615384615,0.36363636363636365,0.4615384615384615,0.32763532763532766
Không ai được phép nói với bạn tôi như thế.,No one is allowed to tell my friend that.,Nobody talks to my friends like that.,9.980099403873663,0.5,0.14285714285714288,0.5,0.5439024390243904
Vấn đề không phải là anh đã gọi cô ấy là cái gì.,It's not what you called her.,It's not what you called her.,100.00000000000004,1.0,1.0,1.0,0.9990234375
Thằng điên đứng trên con tàu này đang giữ một khẩu Hadron Enforcer.,The psycho standing on this ship has an Enforcer.,The lunatic on top of this craft is holding a Hadron Enforcer.,7.817610446892725,0.380952380952381,0.0,0.380952380952381,0.2929133858267717
anh ta nói Fred sẽ kết thúc.,He said Fred would be finished.,"I mean, he said that Fred was a loose end.",4.231118166423695,0.37499999999999994,0.14285714285714285,0.37499999999999994,0.3878260869565217
"Cha anh cũng vậy, chỉ là ông Lawrence?","Your father too, just Mr. Lawrence?","Your father too, just Mr. Lawrence?",100.00000000000004,1.0,1.0,1.0,0.9990234375
- Nhưng tại sao chứ?,- But why?,- But why?,100.00000000000004,1.0,1.0,1.0,0.9921875
"- Này, coi chừng đấy!","- Hey, watch it!","-Hey, watch it.",30.213753973567677,1.0,1.0,1.0,0.5773420479302832
Cần giúp không?,Need some help?,Do you need help?,24.880469496253564,0.5714285714285715,0.0,0.5714285714285715,0.5215419501133786
Có chuyện gì à?,Is something wrong?,Is everything okay?,18.99589214128981,0.3333333333333333,0.0,0.3333333333333333,0.25
Chết tiệt.,Shit.,Shit.,100.00000000000004,1.0,0.0,1.0,0.9375
Lạnh sao ?,Cold?,You're cold?,30.326532985631665,0.5,0.0,0.5,0.4934210526315789
Không ai có thể biết.,No one can know.,Nobody really can.,12.70331870386537,0.28571428571428575,0.0,0.28571428571428575,0.24390243902439024
- Cám ơn vì cô đã tới đây.,- Thank you for coming.,"- Mm, thank you for coming.",38.49815007763549,0.888888888888889,0.8571428571428571,0.888888888888889,0.754985754985755
Tôi đã tìm kiếm anh nhiều ngày rồi.,I've been looking for you for days.,I've been tracking you for days.,41.11336169005198,0.7999999999999999,0.6153846153846153,0.7999999999999999,0.854119425547997
Tải lại,Reload,Reload,100.00000000000004,1.0,0.0,1.0,0.5
Chúng tôi đã tính ăn mừng.,We were going to celebrate.,"We're all supposed to celebrate, is that it?",8.33450329027712,0.42857142857142855,0.16666666666666666,0.42857142857142855,0.24338624338624337
Chúng ta không thể nghĩ như vậy được.,We can't think like that.,We can't think about it that way.,24.598127518343304,0.7142857142857143,0.5,0.7142857142857143,0.6392045454545455
- Không. Trao đổi tình báo và kẻ chỉ điểm là hai chuyện khác nhau.,Intelligence swaps and snitches are two different things.,"There's informing, and then there's informing.",5.669791110976001,0.125,0.0,0.125,0.10101010101010102
Xin lỗi anh.,I'm sorry.,Sorry.,27.516060407455225,0.5,0.0,0.5,0.8522727272727273
- Tôi không thể.,- I can't.,- I can't.,100.00000000000004,1.0,1.0,1.0,0.996
Cô có biết 2 người này ko?,Do you know these two?,Do you know these other two men?,40.29351667284423,0.8333333333333333,0.6,0.8333333333333333,0.7211538461538461
Tất cả chỉ là giấc mơ thôi.,It was all a dream.,It was all a dream.,100.00000000000004,1.0,1.0,1.0,0.9976851851851852
Đưa Ludendorff ra đây cho tôi.,Give me Ludendorff.,Get me Ludendorff.,59.460355750136046,0.6666666666666666,0.5,0.6666666666666666,0.7361111111111112
- Họ đang làm gì vậy?,- What are they doing?,- What are they doing?,100.00000000000004,1.0,1.0,1.0,0.9976851851851852
Mỗi lần lên giường cô đều bày ra bộ mặt nhăn nhó,"Every time I go to bed, I show a wrinkle in my face.","Every time I screw you, you look pissed off.",11.114924776032007,0.27272727272727276,0.2,0.27272727272727276,0.42069459362692446
"Benji, nghe giọng em này.","Benji, listen to my voice.","- Benji, just listen to my voice.",53.137468984124546,0.9090909090909091,0.6666666666666665,0.9090909090909091,0.7861781076066792
Tôi không thể tin mình đang nói điều này nữa.,I can't believe I'm saying this.,I can't believe I'm saying this.,100.00000000000004,1.0,1.0,1.0,0.9993141289437586
Không không.,"No, no, no.","No, no, no.",100.00000000000004,1.0,1.0,1.0,0.9976851851851852
- Không có gì,- You're welcome.,- Cheers.,18.99589214128981,0.0,0.0,0.0,0.3125
"Tạm biệt, con trai. Tạm biệt, cha.","Goodbye, son.",- When I return I will open the door.,3.564186929405141,0.0,0.0,0.0,0.05319148936170213
Như anh đã nói không có gì phải lo lắng.,"Like you said, there's nothing to worry about.","Like I said, don't worry about it.",13.134549472120794,0.47058823529411764,0.13333333333333333,0.47058823529411764,0.5060506050605059
- Brand à?,- Brand?,Brand?,55.03212081491043,1.0,0.0,1.0,0.8928571428571429
"- Oh, Mẹ nó.","- Oh, shit.","- Oh, fuck.",42.7287006396234,0.5,0.0,0.5,0.7500000000000001
Cứ tìm tiếp đi.,Keep looking.,Then keep looking.,39.43223765116288,0.8,0.6666666666666666,0.8,0.754985754985755
- Vì cô trông như là...,- Because you look like...,- 'Cause you look a little...,23.87517132417732,0.4444444444444445,0.28571428571428575,0.4444444444444445,0.4574275362318841
Chị có muốn làm điều đó không?,Do you want to do that?,Do you want to do it?,64.34588841607616,0.8333333333333334,0.8000000000000002,0.8333333333333334,0.8412698412698414
Tớ sẽ không bao giờ để điều đó xảy ra.,I would never let that happen.,- I would never let that happen.,86.6877899750182,1.0,1.0,1.0,0.884784293464221
Đó là vì 90% còn lại bị nhồi đầy với món sữa đông và..,That's because the other 90% is stuffed with frozen milk and...,That's because the other 90% is filled with curds and whey.,43.74811431224644,0.75,0.5454545454545454,0.75,0.7046428571428572
"Em có một cái dạ dày như của Madonna trong ""Lucky Star"".","I had a stomach like Madonna's in ""Lucky Star.""","I have a bit of a tummy, like Madonna when she did ""Lucky Star"".",9.770598011904543,0.5,0.18181818181818185,0.5,0.5097142857142857
- Anh ta làm sao?,- What about him?,- What about him?,100.00000000000004,1.0,1.0,1.0,0.996
Và tôi chẳng thấy các anh có tí sợ hãi nào.,And I don't see any fear in you.,And I don't see a drop of fear among you guys.,24.598127518343304,0.6666666666666666,0.4210526315789474,0.6666666666666666,0.5905511811023622
Thiên đường.,Heaven.,Heaven.,100.00000000000004,1.0,0.0,1.0,0.9375
- Em chỉ hỏi một câu ngắn thôi.,- I'm just asking a quick question.,- I just had a quick question.,38.260294162784476,0.7692307692307692,0.3636363636363636,0.7692307692307692,0.8301839254220206
Có đường tắt bên trái.,There's a shortcut to the left.,"Case, help him out of there!",0.0,0.15384615384615383,0.0,0.15384615384615383,0.0625
"Tui bay liệng, xoay tròn và biến.",I fly and I spin and I turn.,"I can hover, roll and zing. Zing?",5.61480827173619,0.26666666666666666,0.0,0.26666666666666666,0.15151515151515152
Tớ đã không để ý mọi thứ.,I didn't notice everything.,I've not learned anything.,10.682175159905853,0.20000000000000004,0.0,0.20000000000000004,0.16666666666666666
Oa.,Whoa.,Ow.,49.99999999999999,0.0,0.0,0.0,0.25
- Yoko!,- Yoko!,- Yoko!,100.00000000000004,1.0,0.0,1.0,0.9814814814814815
"Mừng con về nhà, Chloe.","Welcome home, Chloe.","Chloe, welcome home.",15.106876986783837,1.0,0.5,0.6666666666666666,0.744
Fawkes?,Fawkes?,Fawkes?,100.00000000000004,1.0,0.0,1.0,0.9375
"-Thì làm ra nó, sean.","- Then make it, Sean.",I don't have the time.,6.567274736060395,0.0,0.0,0.0,0.14285714285714285
-cô ấy trang điểm cho diễn viên.,- She's wearing makeup for the actor.,- She's a makeup artist for the movies.,15.254876080281448,0.6666666666666666,0.30769230769230765,0.6666666666666666,0.6411049268192124
"Cô nói gì, bả đi dã ngoại bằng xe rơm à?","What do you mean, she's on a hayride?",What do you mean she's on a hayride?,65.80370064762461,1.0,1.0,1.0,0.9861386138613862
29 đến 35.,Twenty-nine to 35.,29 to 35.,59.460355750136046,0.5714285714285715,0.4,0.5714285714285715,0.7361111111111112
30 năm nữa nơi này sẽ chìm dưới nước biển.,This place will be underwater in 30 years.,The place is gonna be underwvater in 30 years.,29.558013016570783,0.5882352941176471,0.26666666666666666,0.5882352941176471,0.5208333333333333
Em nghĩ anh đang làm gì?,What do you think I'm doing?,What do you think I'm doing?,100.00000000000004,1.0,1.0,1.0,0.9990234375
Có thể em sẽ đổi ý.,Maybe I'll change my mind.,Maybe you'll change your mind.,19.304869754804482,0.6666666666666666,0.20000000000000004,0.6666666666666666,0.6371428571428571
Cô ấy đã đúng khi gọi tôi.,She was right to call me.,She was right to call me.,100.00000000000004,1.0,1.0,1.0,0.9985422740524781
Chúng tôi đang đi du lịch.,We're traveling.,We're going on a road trip.,9.138402379955025,0.4,0.25,0.4,0.4934210526315789
- Tôi không cần thấy nó.,- I don't need to see it.,I don't need to see it.,84.08964152537145,1.0,1.0,1.0,0.9866898148148149
Tôi không muốn tham gia vào kế hoạch của cô.,I don't want to be part of your plan.,I don't wanna be a part of whatever you're planning.,11.884631831419354,0.6363636363636365,0.3,0.6363636363636365,0.5474452554744526
ăn thêm miếng nữa đi.,Let's have another bite.,"Scrappy, have another kneidlach. Come on.",10.623727437398784,0.3636363636363636,0.22222222222222224,0.3636363636363636,0.2937420178799489
Ăn ngon!,Eat well!,Delicious!,27.516060407455225,0.0,0.0,0.0,0.2380952380952381
Thôi nào.,Come on.,Come on.,100.00000000000004,1.0,1.0,1.0,0.9814814814814815
"Con sẽ học được thôi, con yêu ạ.","You'll learn, sweetheart.","And so you shall, my darling.",6.971729121692201,0.2,0.0,0.2,0.19230769230769232
Có lẽ là một số thứ không nên được khám phá.,Maybe some things shouldn't be discovered.,That perhaps there are some things that are not meant to be discovered.,11.308396107326717,0.4,0.2222222222222222,0.4,0.3611940298507463
Ý mày là thế hả?,Is that what you mean?,Is that what you mean?,100.00000000000004,1.0,1.0,1.0,0.9976851851851852
Họ sẽ được chia phần nhiều hơn. Họ thích vậy.,They'll get their share more.,So they get a bigger share.,9.042266054940777,0.5,0.0,0.5,0.2857142857142857
"Ollie, đây là Alex Davis, cố vấn chính trị mới mà Walter đề cử.","Ollie, this is Alex Davis, the new political advisor Walter recommended.","Ollie, this is Alex Davis, the new political strategist that Walter recommended.",72.85959997974692,0.8695652173913043,0.761904761904762,0.8695652173913043,0.8708947222111909
"Chết tiệt, Anna Boyd!","Damn it, Anna Boyd!","Fuck you, Anna Boyd! Fuck you, Anna Boyd!",18.69315914320289,0.3333333333333333,0.2,0.3333333333333333,0.34813596491228066
vì cậu biết suy nghĩ.,Because you know how to think.,Because you are conscious.,14.535768424205482,0.4,0.25,0.4,0.49145299145299143
Bộ trưởng quốc phòng George Deckert đã đươc chôn tai nghĩa trang liệt sĩ.,Defense Minister George Deckert has been buried in the cemetery.,In other news Secretary of Defense George Deckert was buried with full military honours today.,5.982491996190264,0.4,0.08695652173913043,0.32,0.275089605734767
Tôi không nghĩ ngài sẽ làm vậy.,I didn't think you'd do that.,I don't think you do.,9.287528999566801,0.7142857142857143,0.3333333333333333,0.7142857142857143,0.9339569160997733
Tôi có thông tin cho cô đây.,I have some information for you.,"Well, here's some intel for you, Doc.",10.175282441454787,0.42857142857142855,0.16666666666666666,0.42857142857142855,0.2977594339622642
Cậu đang nói với ai đấy?,Who are you talking to?,Who're you talking to?,50.81327481546147,0.8000000000000002,0.5,0.8000000000000002,0.8066666666666668
"Có chuyện gì thế, Tilden?","What's going on, Gavroche?","What's up, Tilden?",10.682175159905853,0.4444444444444445,0.28571428571428575,0.4444444444444445,0.5174180327868853
Trừ khi RoboCop bước vào phòng.,Unless RoboCop walks into the room.,Unless RoboCop walks into the room.,100.00000000000004,1.0,1.0,1.0,0.9985422740524781
"Anh ta ăn trưa trong văn phòng mình, bánh sandwich cá ngừ, và còn cả bánh quy yến mạch.","He had lunch in his office, tuna sandwich, and canal cookies.","He had lunch in his office-- tuna fish sandwich, by the way, some oatmeal cookies.",26.92640222667772,0.6923076923076923,0.5,0.6923076923076923,0.6081081081081081
"Tuyệt vời khi được gặp lại anh, anh bạn.","It's great to see you again, man.","It's good to see you again, my friend.",43.44371253135792,0.7058823529411765,0.5333333333333333,0.7058823529411765,0.7145928899082569
Chẳng biết.,I don't know.,Don't know.,31.947155212313625,0.8571428571428571,0.8,0.8571428571428571,0.9679878048780488
Những gì xảy ra sau đó chỉ là ... ngẫu nhiên mà thôi,What happened after that was just... random.,What happened after that was just coincidence.,47.987820666906636,0.8571428571428571,0.8333333333333334,0.8571428571428571,0.854119425547997
Ai vậy?,Who's that?,Who is this?,19.716118825581447,0.3333333333333333,0.0,0.3333333333333333,0.25
- Chưa thực sự thấy.,- Haven't really seen it yet.,- Not really.,8.643019616048525,0.25,0.0,0.25,0.34090909090909094
Kẻ du hành giấc mơ.,Dream traveler.,Dream-walker.,27.516060407455225,0.5,0.0,0.5,0.2380952380952381
"Ông muốn nói gì, thưa ông?","What do you mean, sir?","What do you mean, Sir?",64.34588841607616,1.0,1.0,1.0,0.9985422740524781
Cái người Nhật muốn chính là cái này..,This is what the Japanese want.,That's what the Japanese want,41.11336169005198,0.6666666666666666,0.6,0.6666666666666666,0.6506147540983607
- và tổ quốc.,- and the country.,- And home.,12.70331870386537,0.4,0.0,0.4,0.6233062330623306
Ông muốn gì vậy?,What do you want?,What do you want?,100.00000000000004,1.0,1.0,1.0,0.996
Thật lòng là tôi muốn về nhà lắm rồi,"Honestly, I'd love to go home.","I gotta tell you, man, I am so ready to go home.",15.238608850315924,0.4210526315789474,0.23529411764705885,0.4210526315789474,0.3848946986201889
Chào.,Hey.,Hi.,49.99999999999999,0.0,0.0,0.0,0.25
Tôi để mất dấu cô ấy rồi.,I lost her.,I lost her.,100.00000000000004,1.0,1.0,1.0,0.9921875
Cúp cầu dao!,Hanging up the blade!,Kill it!,10.682175159905853,0.0,0.0,0.0,0.15625
Đồng bộ,Synchronise Action,& Sync,0.0,0.0,0.0,0.0,0.0
Chết tiệt.,Shit.,Fuck.,49.99999999999999,0.0,0.0,0.0,0.25
Hình như được.,I think so.,Think so.,31.947155212313625,0.8,0.6666666666666666,0.8,0.9498207885304659
Chúng ta xuống với họ được không ?,Can we go down with them?,Can we go down among them?,48.892302243490086,0.8333333333333334,0.6,0.8333333333333334,0.8412698412698414
"Tôi đã bắn hắn ta bằng năng lượng hạt nhân, vì thế, các người biết đấy, không như trần thế đâu.","I shot him with nuclear power, so, you know, it's not like the world.","Well, I hit him with a nuclear blast, so, you know, not that earthly.",31.154285633815668,0.5517241379310344,0.22222222222222224,0.5517241379310344,0.6308003737153535
"Tới, tới!","Come on, come on!","Go, go!",9.652434877402245,0.0,0.0,0.0,0.2380952380952381
Chị không nên ở đây.,You shouldn't be here.,I don't think you're supposed to be here.,17.86690863748234,0.5333333333333333,0.15384615384615383,0.4,0.4247619047619048
-Tự mua thức ăn đi nha.,- Buy yourself some food.,- It's expensive feeding you girls.,8.170609724417774,0.0,0.0,0.0,0.12820512820512822
- Chị không nhìn thế này được.,- I can't look like this.,I can't watch this.,18.575057999133602,0.7272727272727272,0.4444444444444445,0.7272727272727272,0.7806451612903227
Slade!,Slade!,Slade?,49.99999999999999,1.0,0.0,1.0,0.25
Nói chuyện đó với cái chảo chiên của con nè.,Let's talk about it with my frying pan.,"Well, Tell that to my frying pan.",29.84745896009822,0.375,0.28571428571428575,0.375,0.4361263736263736
- Bảo ứng cử viên chờ một phút.,- Tell the candidate to wait a minute.,- Tell the candidate - one minute.,35.49481056010054,0.6666666666666666,0.4,0.6666666666666666,0.6944444444444445
"Phải, anh muốn mua ít thuốc tê, thuốc rửa...","Yeah, I'd like to buy some epistoxin, some medicine...","Yes, I want to get some morphine, disinfectant.",4.246549372656572,0.33333333333333326,0.0,0.33333333333333326,0.3321428571428571
Có thấy ai không?,Did you see anyone?,Do you see any? .,19.357693493908812,0.5,0.3333333333333333,0.5,0.635593220338983
- Chào.,- Hey.,Hi.,27.516060407455225,0.0,0.0,0.0,0.2380952380952381
Tôi nói sai hả?,Am I wrong?,What did I say?,14.794015674776452,0.28571428571428575,0.0,0.28571428571428575,0.20408163265306123
Ổng nói gì vậy?,What did he say?,What did he say?,100.00000000000004,1.0,1.0,1.0,0.996
- Gia đình có của hả?,- A family with a family?,"- Oh, the family's got money?",6.770186228657867,0.1818181818181818,0.0,0.1818181818181818,0.17045454545454547
Đâu được. Cô ấy là hầu bàn giỏi nhất của tôi.,She's my best waitress.,He can't do that - she's our best waitress.,14.628187563941417,0.5333333333333333,0.30769230769230765,0.5333333333333333,0.42456140350877203
"Bộ quản lý công việc phải làm, nhật kí, hệ thống tính tiền","To-Do List Manager, Diary, Billing System","To-Do List Organizer, Diary and Billing System",19.130147081392234,0.7999999999999999,0.4615384615384615,0.7999999999999999,0.6388888888888888
Làm ơn đi.,Please.,- Someone must go.,11.15650800742149,0.0,0.0,0.0,0.10638297872340426
"Ừ, có lẽ vậy.","Yeah, maybe.","Yeah, maybe.",100.00000000000004,1.0,1.0,1.0,0.9921875
- Cậu đang nói về chuyện gì vậy?,- What are you talking about?,- What are you talking about?,100.00000000000004,1.0,1.0,1.0,0.9985422740524781
Nhưng tôi mong đợi ông luật lệ hành xử của công ty.,But I expect you to rule the company's behavior.,But I do expect you to observe the rules of company conduct!,15.228763726734105,0.7272727272727272,0.3,0.6363636363636365,0.5989583333333334
-Không thể tin được,- I can't believe it.,- Unbelievable.,9.652434877402245,0.0,0.0,0.0,0.29411764705882354
Không!,No! No!,No.,15.97357760615681,0.6666666666666666,0.0,0.6666666666666666,0.22727272727272727
Mạch không đập.,The pulse's not beating.,She's got no pulse.,10.682175159905853,0.4000000000000001,0.0,0.20000000000000004,0.25
Không thể sử dụng khoảng thời gian bằng kích thước bộ đệm (%lu == %lu),Can't use period equal to buffer size (%lu == %lu),Can't use period equal to buffer size (%lu == %lu),100.00000000000004,1.0,1.0,1.0,0.9998518518518519
Tôi rất thích nó.,I love it.,I loved it.,35.35533905932737,1.0,1.0,1.0,0.9921875
Đâu đó đằng kia.,Somewhere over there.,He's there somewhere.,18.99589214128981,0.5714285714285715,0.0,0.28571428571428575,0.3061224489795918
Và có lê ông chẳng thích tí nào đâu,And maybe you don't like it.,And I don't think you're gonna like it.,20.873176328735713,0.7058823529411764,0.26666666666666666,0.588235294117647,0.5471498944405349
Vậy thôi.,That's all.,That's it.,34.66806371753173,0.6666666666666666,0.5,0.6666666666666666,0.6388888888888888
Leslie ... lấy máy tính của cô ra đây!,Leslie... get your computer out here!,Leslie... Go and get your calculator.,31.239399369202552,0.5,0.20000000000000004,0.5,0.46875
Dao này con hơi phân tâm.,You're a little distracted.,I just got a little distracted.,44.82700320176826,0.5454545454545454,0.4444444444444445,0.5454545454545454,0.5751811594202899
Không thể.,I can't.,- No shit. - Yeah.,7.253154775624655,0.0,0.0,0.0,0.07462686567164178
Khiêu vũ.,Dance.,Dancing.,49.99999999999999,1.0,0.0,1.0,0.9375
Rồi.,Okay.,Okay.,100.00000000000004,1.0,0.0,1.0,0.9375
- Đem nó xuống.,- Bring it down.,- Bring it down.,100.00000000000004,1.0,1.0,1.0,0.996
giữ hắn ở đó.,Keep him there.,Keep him there.,100.00000000000004,1.0,1.0,1.0,0.9921875
- Cái gì vậy?,- What's that?,- What is it?,14.794015674776452,0.3333333333333333,0.0,0.3333333333333333,0.5111111111111111
- Tôi sẽ viết ra,- I'll write it down.,- I'll write it.,53.7284965911771,0.888888888888889,0.8571428571428571,0.888888888888889,0.9653916211293262
Không thấy nhật ký của Tom Riddle nữa!,There's no more Tom Noumair's diary!,Tom Riddle's diary is gone.,7.809849842300641,0.42857142857142855,0.16666666666666666,0.42857142857142855,0.35493827160493824
- Không phiền gì?,- Don't mind what?,- Don't mind what?,100.00000000000004,1.0,1.0,1.0,0.9976851851851852
- Phía bên này.,- Over here.,- That side.,18.99589214128981,0.0,0.0,0.0,0.25
Chào bố.,"Hey, Dad.","Hi, Daddy.",18.99589214128981,0.0,0.0,0.0,0.25
"Ừm, cho phép em...","Um, allow me...","Um, can I...",30.739407647563215,0.3333333333333333,0.0,0.3333333333333333,0.5111111111111111
Bọn tao vẫn chưa truyền đi.,We haven't passed it on yet.,We haven't started transmitting yet.,18.575057999133602,0.6153846153846153,0.3636363636363636,0.6153846153846153,0.6816901408450705
"Việc này là về chứng cứ và tìm ra đâu là sự thật, vì thế ông ngồi yên đó và câm mồm lại. This is about evidence and finding out the truth, so you sit there and be quiet.","This is about evidence and finding out what's true, so you sit there and shut up.","This is about evidence and finding out the truth, so you sit there and be quiet.",60.28817681965138,0.7272727272727272,0.6451612903225806,0.7272727272727272,0.7696752734242869
Không phải trong 2 ngày,Not in two days.,Not even two days.,42.7287006396234,0.75,0.3333333333333333,0.75,0.7500000000000001
- Tao biết nó!,- I know him!,- I know him!,100.00000000000004,1.0,1.0,1.0,0.996
Tào lao.,Bullshit.,Bullshit.,100.00000000000004,1.0,0.0,1.0,0.9375
Uh...,Uh...,Uh-huh.,15.97357760615681,0.6666666666666666,0.0,0.6666666666666666,0.0
Nó sẽ được đem bán.,It'll be sold.,It'd be for sale.,14.794015674776452,0.4444444444444445,0.0,0.4444444444444445,0.25423728813559315
"Đúng vậy, chúng ta không mang người khác ra làm trò cười vì họ khác chúng ta.","Yes, we do not make fun of others because they are different from us.",We don't make fun of someone just because they're different.,10.82597837309053,0.5384615384615384,0.24999999999999994,0.5384615384615384,0.6186763204307065
Là chiến tranh.,It's war.,It's a war.,45.13864405503391,0.8571428571428571,0.4,0.8571428571428571,0.7653061224489797
Đưa cho nó thứ gì để nó nắm lấy.,Give him something to take hold of.,Give him something to grab on to.,36.55552228545123,0.5714285714285714,0.5,0.5714285714285714,0.5575
Zeus đang ở đây.,Zeus is here.,Zeus is here.,100.00000000000004,1.0,1.0,1.0,0.9921875
Kahlan?,Kahlan?,Kahlan?,100.00000000000004,1.0,0.0,1.0,0.9375
Tôi không...,I don't...,I don't...,100.00000000000004,1.0,1.0,1.0,0.9921875
Thật đấy. Lại đây.,"Really, come here.",I really do.,10.682175159905853,0.3333333333333333,0.0,0.3333333333333333,0.36585365853658536
No.,No. No.,No.,31.947155212313625,0.6666666666666666,0.0,0.6666666666666666,0.8522727272727273
Thần có nghe nói.,I've heard of it.,So I've heard.,23.643540225079395,0.6666666666666665,0.5714285714285715,0.6666666666666665,0.7352941176470589
Nếu vậy thì hãy làm cho Đức tin!,"If so, work for the faith!",Then you do it for the faith!,34.57207846419409,0.4615384615384615,0.3636363636363636,0.4615384615384615,0.605
- được rồi.,- Okay.,All right.,27.516060407455225,0.0,0.0,0.0,0.16666666666666666
- Nơi màn đêm đưa tôi đến.,- Where the night takes me.,- Where the wind will take me.,26.647313141084275,0.7272727272727272,0.4444444444444445,0.7272727272727272,0.7454289732770746
Ông ấy đã nói cho cô biết phải không?,"He told you, didn't he?","He told you, right?",43.47208719449914,0.6,0.5,0.6,0.7193548387096775
Những người bạn Libyann ở đây không giúp ích gì lắm.,The Libyans here aren't much help.,Our Libyan friends here aren't much help.,53.29462628216855,0.7999999999999999,0.6153846153846153,0.7999999999999999,0.7773446457234581
"Ông của cháu giống như một người chỉ đạo biểu diễn xiếc, ông ấy sẽ vung roi. Chạy đi, cuộc sống là một cuộc đua.","Your grandfather's like a circus director, he'll swing his whip, run, life's a race.","and the circus's ringmaster, your granfather will spin the hunter and say run!",2.55404966647159,0.2580645161290323,0.0,0.12903225806451615,0.15151515151515152
"Đã tới lúc nghĩ tới bản thân mình, tới những nhu cầu của chính mình.","It's time to think of ourselves, of our own needs.","It's time to think of myself, of my own needs.",46.59538415189962,0.8181818181818182,0.6,0.8181818181818182,0.8375715193897013
"The x-ray doctor, he's a convict. Some kind of Hindu or something.",Some kind of Hindu or something.,"The x-ray doctor, he's a convict.",5.693025330278465,0.0,0.0,0.0,0.05681818181818182
"Nếu ở đây bị ngập như vậy, thì ở dưới đó chẳng còn gì đâu.","If that's what it's like down there, there's nothing left.","If it's flooded up here, they've had it down there.",8.913765521398126,0.4,0.17391304347826086,0.4,0.24822695035460993
"Ngay giữa mặt nhé, đá vũ trụ.","Right in the middle of your face, space rocks.","In your face, space rock!",23.462350320528007,0.7142857142857143,0.5,0.7142857142857143,0.7957957957957957
có nên làm thế hay không.,Whether or not to do so.,Condors.,6.567274736060395,0.0,0.0,0.0,0.2
Cậu đi đây.,I'm leaving.,I'm off.,34.66806371753173,0.6666666666666666,0.5,0.6666666666666666,0.6388888888888888
"một lời ""cảm ơn"", tôi sẽ báo lại khi bọn chúng đã nằm dưới đất.","A ""thank you,"" I'll let you know when they're on the ground.","A ""thank you.¡± I'll report back when they're in the ground.",25.33654946448646,0.7407407407407408,0.5599999999999999,0.7407407407407408,0.7016690973910226
Con...,You...,I...,59.460355750136046,0.0,0.0,0.0,0.25
Chắc chắn.,Sure.,For sure.,30.326532985631665,0.6666666666666666,0.0,0.6666666666666666,0.6465517241379309
"Chú tới đây để giúp đỡ, và cháu biết rõ điều đó.","I'm here to help, and you know it.","I'm here to help, and you damn well know it.",64.32188699036833,0.9,0.7777777777777777,0.9,0.8567923553719008
Chúng tôi sẽ cho anh biết sớm thôi.,We'll let you know soon enough.,We will tell you soon enough.,26.269098944241588,0.6153846153846153,0.1818181818181818,0.6153846153846153,0.6281690140845071
"Thật tuyệt, tuyệt lắm.","That's great, that's great.",That was great. That was great.,12.872632311973014,0.6666666666666666,0.20000000000000004,0.6666666666666666,0.46499999999999997
Không thành vấn đề.,No problem.,No problemo.,34.66806371753173,0.5,0.0,0.5,0.3333333333333333
Zed.,Zed.,Zed.,100.00000000000004,1.0,0.0,1.0,0.9375
Ngày mai bố phải đến Nevada,I have to go to Nevada tomorrow.,So... um. Dad is heading to Nevada tomorrow.,18.50510010561515,0.39999999999999997,0.30769230769230765,0.39999999999999997,0.370911214953271
"Đi đường cao tốc dài không, Ben?","How long is it going on the highway, Ben?","How long is it to the highway, Ben?",58.77283725105319,0.823529411764706,0.6666666666666666,0.823529411764706,0.8861997310842195
