source,translation,reference,bleu,rouge1_f,rouge2_f,rougeL_f,meteor,rouge_details
I suppose I should be flattered.,Tôi cho rằng tôi nên được tâng bốc .,Tôi cho rằng tôi nên được tâng bốc.,100.00000000000004,1.0,1.0,1.0,0.9993141289437586,"{'rouge1': Score(precision=1.0, recall=1.0, fmeasure=1.0), 'rouge2': Score(precision=1.0, recall=1.0, fmeasure=1.0), 'rougeL': Score(precision=1.0, recall=1.0, fmeasure=1.0)}"
She was never to see her children again.,Bà không bao giờ được gặp lại các con mình nữa .,cô sẽ không bao giờ gặp lại con mình,18.52797255583095,0.8000000000000002,0.5714285714285715,0.7333333333333334,0.7230634189159536,"{'rouge1': Score(precision=0.7058823529411765, recall=0.9230769230769231, fmeasure=0.8000000000000002), 'rouge2': Score(precision=0.5, recall=0.6666666666666666, fmeasure=0.5714285714285715), 'rougeL': Score(precision=0.6470588235294118, recall=0.8461538461538461, fmeasure=0.7333333333333334)}"
Let's see if that does the trick,Để xem điều đó có ảnh hưởng gì không,Hãy xem nếu đó là lừa,5.669791110976001,0.33333333333333326,0.0,0.22222222222222224,0.15873015873015875,"{'rouge1': Score(precision=0.3, recall=0.375, fmeasure=0.33333333333333326), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.2, recall=0.25, fmeasure=0.22222222222222224)}"
It would only be a waste of time,Chỉ phí thời gian thôi .,nó sẽ chỉ lãng phí thời gian,25.57539057896621,0.6250000000000001,0.42857142857142855,0.6250000000000001,0.5434782608695652,"{'rouge1': Score(precision=0.7142857142857143, recall=0.5555555555555556, fmeasure=0.6250000000000001), 'rouge2': Score(precision=0.5, recall=0.375, fmeasure=0.42857142857142855), 'rougeL': Score(precision=0.7142857142857143, recall=0.5555555555555556, fmeasure=0.6250000000000001)}"
I think I can get Tom to help.,Tôi nghĩ tôi có thể nhờ Tom giúp đỡ .,tôi nghĩ rằng tôi có thể có được tom để giúp đỡ.,20.225232797581672,0.8,0.608695652173913,0.8,0.6036745406824147,"{'rouge1': Score(precision=0.9090909090909091, recall=0.7142857142857143, fmeasure=0.8), 'rouge2': Score(precision=0.7, recall=0.5384615384615384, fmeasure=0.608695652173913), 'rougeL': Score(precision=0.9090909090909091, recall=0.7142857142857143, fmeasure=0.8)}"
I'm for it,Tôi ủng hộ nó .,tôi cho nó,10.682175159905848,0.6666666666666665,0.28571428571428575,0.6666666666666665,0.3125,"{'rouge1': Score(precision=0.6, recall=0.75, fmeasure=0.6666666666666665), 'rouge2': Score(precision=0.25, recall=0.3333333333333333, fmeasure=0.28571428571428575), 'rougeL': Score(precision=0.6, recall=0.75, fmeasure=0.6666666666666665)}"
Tom was tired after working all day,Tom mệt mỏi sau khi làm việc cả ngày .,tom đã mệt mỏi sau khi làm việc cả ngày,75.98356856515926,1.0,1.0,1.0,0.8950617283950617,"{'rouge1': Score(precision=1.0, recall=1.0, fmeasure=1.0), 'rouge2': Score(precision=1.0, recall=1.0, fmeasure=1.0), 'rougeL': Score(precision=1.0, recall=1.0, fmeasure=1.0)}"
I don't think I've ever been this happy,Tôi không nghĩ rằng tôi đã bao giờ được như thế này hạnh phúc,tôi không nghĩ rằng tôi đã từng hạnh phúc,30.576902884505124,0.7428571428571429,0.6666666666666667,0.7428571428571429,0.8355263157894737,"{'rouge1': Score(precision=0.65, recall=0.8666666666666667, fmeasure=0.7428571428571429), 'rouge2': Score(precision=0.5789473684210527, recall=0.7857142857142857, fmeasure=0.6666666666666667), 'rougeL': Score(precision=0.65, recall=0.8666666666666667, fmeasure=0.7428571428571429)}"
I advised him against smoking,Tôi đã khuyên anh ta không nên hút thuốc .,tôi khuyên anh ấy không hút thuốc,12.549310621989482,0.8461538461538461,0.6666666666666667,0.8461538461538461,0.700152207001522,"{'rouge1': Score(precision=0.7857142857142857, recall=0.9166666666666666, fmeasure=0.8461538461538461), 'rouge2': Score(precision=0.6153846153846154, recall=0.7272727272727273, fmeasure=0.6666666666666667), 'rougeL': Score(precision=0.7857142857142857, recall=0.9166666666666666, fmeasure=0.8461538461538461)}"
Why are you all here?,Tại sao tất cả các bạn ở đây ?,tại sao tất cả các bạn ở đây,72.59795291154772,1.0,1.0,1.0,0.9866898148148149,"{'rouge1': Score(precision=1.0, recall=1.0, fmeasure=1.0), 'rouge2': Score(precision=1.0, recall=1.0, fmeasure=1.0), 'rougeL': Score(precision=1.0, recall=1.0, fmeasure=1.0)}"
He gave me money as well as advice.,Ông cho tôi tiền cũng như lời khuyên .,ông đã cho tôi tiền cũng như lời khuyên.,77.25505949016376,1.0,1.0,1.0,0.9041027559546079,"{'rouge1': Score(precision=1.0, recall=1.0, fmeasure=1.0), 'rouge2': Score(precision=1.0, recall=1.0, fmeasure=1.0), 'rougeL': Score(precision=1.0, recall=1.0, fmeasure=1.0)}"
Can you stay for a bit?,Bạn có thể ở lại một chút không ?,bạn có thể ở lại một chút không?,86.33400213704509,1.0,1.0,1.0,0.9993141289437586,"{'rouge1': Score(precision=1.0, recall=1.0, fmeasure=1.0), 'rouge2': Score(precision=1.0, recall=1.0, fmeasure=1.0), 'rougeL': Score(precision=1.0, recall=1.0, fmeasure=1.0)}"
She asked me to continue writing to your father.,Cô ấy nhờ tôi tiếp tục viết thư cho bố anh .,Cô ấy yêu cầu tôi tiếp tục viết thư cho cha của bạn.,40.90790395780625,0.7222222222222222,0.588235294117647,0.7222222222222222,0.640096618357488,"{'rouge1': Score(precision=0.8666666666666667, recall=0.6190476190476191, fmeasure=0.7222222222222222), 'rouge2': Score(precision=0.7142857142857143, recall=0.5, fmeasure=0.588235294117647), 'rougeL': Score(precision=0.8666666666666667, recall=0.6190476190476191, fmeasure=0.7222222222222222)}"
I won't be coming back.,Tôi sẽ không quay lại đâu .,tôi sẽ không trở lại,14.535768424205482,0.823529411764706,0.6666666666666666,0.823529411764706,0.7211538461538461,"{'rouge1': Score(precision=0.7777777777777778, recall=0.875, fmeasure=0.823529411764706), 'rouge2': Score(precision=0.625, recall=0.7142857142857143, fmeasure=0.6666666666666666), 'rougeL': Score(precision=0.7777777777777778, recall=0.875, fmeasure=0.823529411764706)}"
I thought this would make us both so happy,Tôi nghĩ điều này sẽ làm cả hai chúng ta hạnh phúc đến vậy .,tôi nghĩ điều này sẽ làm cho cả hai chúng tôi rất hạnh phúc,36.15855225145533,0.8,0.6976744186046512,0.8,0.7613856163179182,"{'rouge1': Score(precision=0.8181818181818182, recall=0.782608695652174, fmeasure=0.8), 'rouge2': Score(precision=0.7142857142857143, recall=0.6818181818181818, fmeasure=0.6976744186046512), 'rougeL': Score(precision=0.8181818181818182, recall=0.782608695652174, fmeasure=0.8)}"
We don't want to scare the children away.,Chúng tôi không muốn làm lũ trẻ sợ hãi .,chúng tôi không muốn làm bọn trẻ sợ.,32.46679154750989,0.8275862068965518,0.7407407407407408,0.8275862068965518,0.855940934065934,"{'rouge1': Score(precision=0.8, recall=0.8571428571428571, fmeasure=0.8275862068965518), 'rouge2': Score(precision=0.7142857142857143, recall=0.7692307692307693, fmeasure=0.7407407407407408), 'rougeL': Score(precision=0.8, recall=0.8571428571428571, fmeasure=0.8275862068965518)}"
Don't underestimate her determination,Đừng đánh giá thấp sự quyết tâm của cô ấy .,đừng đánh giá thấp quyết tâm của cô ấy,46.92470064105599,0.962962962962963,0.8799999999999999,0.962962962962963,0.9728931830381106,"{'rouge1': Score(precision=0.9285714285714286, recall=1.0, fmeasure=0.962962962962963), 'rouge2': Score(precision=0.8461538461538461, recall=0.9166666666666666, fmeasure=0.8799999999999999), 'rougeL': Score(precision=0.9285714285714286, recall=1.0, fmeasure=0.962962962962963)}"
I'll have exams right after the summer holidays,Tôi sẽ có bài kiểm tra ngay sau kỳ nghỉ hè .,tôi sẽ có bài kiểm tra ngay sau kỳ nghỉ hè,80.70557274927978,1.0,1.0,1.0,0.9906187178914452,"{'rouge1': Score(precision=1.0, recall=1.0, fmeasure=1.0), 'rouge2': Score(precision=1.0, recall=1.0, fmeasure=1.0), 'rougeL': Score(precision=1.0, recall=1.0, fmeasure=1.0)}"
I know Tom can handle Mary,Tôi biết Tom có thể xử lý được Mary .,tôi biết tom có thể xử lý mary,27.77619034011791,0.9523809523809523,0.8421052631578948,0.9523809523809523,0.9679878048780488,"{'rouge1': Score(precision=0.9090909090909091, recall=1.0, fmeasure=0.9523809523809523), 'rouge2': Score(precision=0.8, recall=0.8888888888888888, fmeasure=0.8421052631578948), 'rougeL': Score(precision=0.9090909090909091, recall=1.0, fmeasure=0.9523809523809523)}"
Don't talk nonsense!,Đừng nói chuyện vô nghĩa !,đừng nói nhảm!,9.652434877402245,0.4615384615384615,0.36363636363636365,0.4615384615384615,0.6084656084656085,"{'rouge1': Score(precision=0.375, recall=0.6, fmeasure=0.4615384615384615), 'rouge2': Score(precision=0.2857142857142857, recall=0.5, fmeasure=0.36363636363636365), 'rougeL': Score(precision=0.375, recall=0.6, fmeasure=0.4615384615384615)}"
You're getting so big.,Bạn đang trở nên quá lớn .,bạn đang trở nên rất lớn,26.269098944241588,0.8421052631578948,0.7058823529411765,0.8421052631578948,0.7934426229508196,"{'rouge1': Score(precision=0.8888888888888888, recall=0.8, fmeasure=0.8421052631578948), 'rouge2': Score(precision=0.75, recall=0.6666666666666666, fmeasure=0.7058823529411765), 'rougeL': Score(precision=0.8888888888888888, recall=0.8, fmeasure=0.8421052631578948)}"
The policeman looked over my license.,Viên cảnh sát đã kiểm tra giấy phép của tôi .,người cảnh sát nhìn qua giấy phép của tôi.,40.35278637463991,0.7647058823529412,0.625,0.7058823529411765,0.6849868660335421,"{'rouge1': Score(precision=0.7647058823529411, recall=0.7647058823529411, fmeasure=0.7647058823529412), 'rouge2': Score(precision=0.625, recall=0.625, fmeasure=0.625), 'rougeL': Score(precision=0.7058823529411765, recall=0.7058823529411765, fmeasure=0.7058823529411765)}"
You're too thin. You ought to eat more,Bạn gầy quá . Bạn phải ăn nhiều hơn nữa .,bạn quá gầy bạn nên ăn nhiều hơn,15.851165692617148,0.8666666666666666,0.5714285714285715,0.7333333333333334,0.6896975657732971,"{'rouge1': Score(precision=0.8125, recall=0.9285714285714286, fmeasure=0.8666666666666666), 'rouge2': Score(precision=0.5333333333333333, recall=0.6153846153846154, fmeasure=0.5714285714285715), 'rougeL': Score(precision=0.6875, recall=0.7857142857142857, fmeasure=0.7333333333333334)}"
State your business.,Hãy nói về công việc của bạn .,nêu doanh nghiệp của bạn.,20.556680845025987,0.4545454545454546,0.3,0.4545454545454546,0.47491039426523296,"{'rouge1': Score(precision=0.38461538461538464, recall=0.5555555555555556, fmeasure=0.4545454545454546), 'rouge2': Score(precision=0.25, recall=0.375, fmeasure=0.3), 'rougeL': Score(precision=0.38461538461538464, recall=0.5555555555555556, fmeasure=0.4545454545454546)}"
We're probably wrong.,Chúng ta có thể sai .,có lẽ chúng ta đã sai,10.682175159905853,0.8333333333333334,0.4000000000000001,0.6666666666666666,0.5260416666666666,"{'rouge1': Score(precision=0.8333333333333334, recall=0.8333333333333334, fmeasure=0.8333333333333334), 'rouge2': Score(precision=0.4, recall=0.4, fmeasure=0.4000000000000001), 'rougeL': Score(precision=0.6666666666666666, recall=0.6666666666666666, fmeasure=0.6666666666666666)}"
I thought you were only angry with me and not with the rest of my family.,Tôi nghĩ rằng bạn chỉ tức giận với tôi chứ không phải với những người còn lại của gia đình tôi .,Tôi nghĩ rằng bạn chỉ giận tôi chứ không phải với phần còn lại của gia đình tôi.,59.61621647299124,0.8529411764705881,0.7575757575757577,0.8529411764705881,0.9275251071451416,"{'rouge1': Score(precision=0.7837837837837838, recall=0.9354838709677419, fmeasure=0.8529411764705881), 'rouge2': Score(precision=0.6944444444444444, recall=0.8333333333333334, fmeasure=0.7575757575757577), 'rougeL': Score(precision=0.7837837837837838, recall=0.9354838709677419, fmeasure=0.8529411764705881)}"
I have horrible heartburn,Tôi bị bỏng tim khủng khiếp .,tôi bị ợ nóng khủng khiếp,14.535768424205482,0.8421052631578948,0.5882352941176471,0.8421052631578948,0.6147540983606558,"{'rouge1': Score(precision=0.8, recall=0.8888888888888888, fmeasure=0.8421052631578948), 'rouge2': Score(precision=0.5555555555555556, recall=0.625, fmeasure=0.5882352941176471), 'rougeL': Score(precision=0.8, recall=0.8888888888888888, fmeasure=0.8421052631578948)}"
You're desperate.,Bạn đang tuyệt vọng .,bạn đang tuyệt vọng,39.76353643835252,1.0,1.0,1.0,0.9679878048780488,"{'rouge1': Score(precision=1.0, recall=1.0, fmeasure=1.0), 'rouge2': Score(precision=1.0, recall=1.0, fmeasure=1.0), 'rougeL': Score(precision=1.0, recall=1.0, fmeasure=1.0)}"
That's the best one.,Đó là cái hay nhất .,đó là cái tốt nhất,17.965205598154213,0.7692307692307692,0.5454545454545454,0.7692307692307692,0.7352941176470589,"{'rouge1': Score(precision=0.8333333333333334, recall=0.7142857142857143, fmeasure=0.7692307692307692), 'rouge2': Score(precision=0.6, recall=0.5, fmeasure=0.5454545454545454), 'rougeL': Score(precision=0.8333333333333334, recall=0.7142857142857143, fmeasure=0.7692307692307692)}"
I didn't even see you.,Tôi thậm chí còn không nhìn thấy bạn .,tôi thậm chí không nhìn thấy bạn.,51.33450480401705,0.9285714285714286,0.8461538461538461,0.9285714285714286,0.9799382716049383,"{'rouge1': Score(precision=0.8666666666666667, recall=1.0, fmeasure=0.9285714285714286), 'rouge2': Score(precision=0.7857142857142857, recall=0.9166666666666666, fmeasure=0.8461538461538461), 'rougeL': Score(precision=0.8666666666666667, recall=1.0, fmeasure=0.9285714285714286)}"
Tom is waiting in the backyard.,Tom đang đợi ở sân sau .,Tom đang đợi ở sân sau.,100.00000000000004,1.0,1.0,1.0,0.9985422740524781,"{'rouge1': Score(precision=1.0, recall=1.0, fmeasure=1.0), 'rouge2': Score(precision=1.0, recall=1.0, fmeasure=1.0), 'rougeL': Score(precision=1.0, recall=1.0, fmeasure=1.0)}"
"Speak for yourself, Tom.","Tự nói đi , Tom .","nói cho chính mình, tom.",9.042266054940777,0.4615384615384615,0.18181818181818182,0.4615384615384615,0.5434782608695652,"{'rouge1': Score(precision=0.6, recall=0.375, fmeasure=0.4615384615384615), 'rouge2': Score(precision=0.25, recall=0.14285714285714285, fmeasure=0.18181818181818182), 'rougeL': Score(precision=0.6, recall=0.375, fmeasure=0.4615384615384615)}"
This is a horseshoe magnet,Đây là nam châm móng ngựa .,đây là một nam châm móng ngựa,43.47208719449914,0.9,0.7777777777777777,0.9,0.8412698412698414,"{'rouge1': Score(precision=1.0, recall=0.8181818181818182, fmeasure=0.9), 'rouge2': Score(precision=0.875, recall=0.7, fmeasure=0.7777777777777777), 'rougeL': Score(precision=1.0, recall=0.8181818181818182, fmeasure=0.9)}"
Chance led to the discovery of the new island.,Chance đã dẫn tới việc khám phá ra một hòn đảo mới .,cơ hội dẫn đến việc phát hiện ra hòn đảo mới.,22.242469397936766,0.7222222222222222,0.35294117647058826,0.6111111111111112,0.5245403946702648,"{'rouge1': Score(precision=0.7222222222222222, recall=0.7222222222222222, fmeasure=0.7222222222222222), 'rouge2': Score(precision=0.35294117647058826, recall=0.35294117647058826, fmeasure=0.35294117647058826), 'rougeL': Score(precision=0.6111111111111112, recall=0.6111111111111112, fmeasure=0.6111111111111112)}"
I'm going to let you do whatever you want to do,Tôi sẽ cho phép bạn làm bất cứ điều gì bạn muốn làm,tôi sẽ để bạn làm bất cứ điều gì bạn muốn làm,66.52049901111006,0.9268292682926829,0.8717948717948718,0.9268292682926829,0.9063588552694488,"{'rouge1': Score(precision=0.8636363636363636, recall=1.0, fmeasure=0.9268292682926829), 'rouge2': Score(precision=0.8095238095238095, recall=0.9444444444444444, fmeasure=0.8717948717948718), 'rougeL': Score(precision=0.8636363636363636, recall=1.0, fmeasure=0.9268292682926829)}"
Tom wrote Mary's phone number in his little black book,Tom đã viết số điện thoại của Mary trong cuốn sách nhỏ màu đen của mình .,Tom đã viết số điện thoại của mary trong cuốn sách nhỏ màu đen của mình,76.24658586234858,1.0,1.0,1.0,0.9936675077639752,"{'rouge1': Score(precision=1.0, recall=1.0, fmeasure=1.0), 'rouge2': Score(precision=1.0, recall=1.0, fmeasure=1.0), 'rougeL': Score(precision=1.0, recall=1.0, fmeasure=1.0)}"
I can now die a happy man,Bây giờ tôi có thể chết một cách hạnh phúc .,bây giờ tôi có thể chết một người đàn ông hạnh phúc,47.41797560818527,0.8333333333333333,0.7647058823529411,0.8333333333333333,0.7521527129370266,"{'rouge1': Score(precision=0.8823529411764706, recall=0.7894736842105263, fmeasure=0.8333333333333333), 'rouge2': Score(precision=0.8125, recall=0.7222222222222222, fmeasure=0.7647058823529411), 'rougeL': Score(precision=0.8823529411764706, recall=0.7894736842105263, fmeasure=0.8333333333333333)}"
Would you please just come with me?,Làm ơn đi với tôi được không ?,bạn vui lòng chỉ đi với tôi chứ,20.556680845025987,0.6956521739130435,0.380952380952381,0.5217391304347826,0.3680555555555556,"{'rouge1': Score(precision=0.7272727272727273, recall=0.6666666666666666, fmeasure=0.6956521739130435), 'rouge2': Score(precision=0.4, recall=0.36363636363636365, fmeasure=0.380952380952381), 'rougeL': Score(precision=0.5454545454545454, recall=0.5, fmeasure=0.5217391304347826)}"
These fields produce fine crops,Những cánh đồng này sản xuất ra những vụ mùa rất tốt .,những cánh đồng này sản xuất cây trồng tốt,31.455601883230702,0.7368421052631577,0.6111111111111112,0.7368421052631577,0.7153712548849327,"{'rouge1': Score(precision=0.6666666666666666, recall=0.8235294117647058, fmeasure=0.7368421052631577), 'rouge2': Score(precision=0.55, recall=0.6875, fmeasure=0.6111111111111112), 'rougeL': Score(precision=0.6666666666666666, recall=0.8235294117647058, fmeasure=0.7368421052631577)}"
I don't mind hot weather.,Tôi không ngại thời tiết nóng .,tôi không ngại thời tiết nóng,61.47881529512643,1.0,1.0,1.0,0.981329690346084,"{'rouge1': Score(precision=1.0, recall=1.0, fmeasure=1.0), 'rouge2': Score(precision=1.0, recall=1.0, fmeasure=1.0), 'rougeL': Score(precision=1.0, recall=1.0, fmeasure=1.0)}"
I wasn't sure that he would settle for anything less,Tôi không chắc rằng ông sẽ chấp nhận bất cứ điều gì ít hơn,tôi không chắc anh ta sẽ giải quyết cho mọi thứ ít hơn,8.493098745313148,0.5581395348837209,0.3414634146341463,0.5581395348837209,0.42938931297709926,"{'rouge1': Score(precision=0.5217391304347826, recall=0.6, fmeasure=0.5581395348837209), 'rouge2': Score(precision=0.3181818181818182, recall=0.3684210526315789, fmeasure=0.3414634146341463), 'rougeL': Score(precision=0.5217391304347826, recall=0.6, fmeasure=0.5581395348837209)}"
They can't act.,Họ không thể hành động .,họ không thể hành động.,75.98356856515926,1.0,1.0,1.0,0.9976851851851852,"{'rouge1': Score(precision=1.0, recall=1.0, fmeasure=1.0), 'rouge2': Score(precision=1.0, recall=1.0, fmeasure=1.0), 'rougeL': Score(precision=1.0, recall=1.0, fmeasure=1.0)}"
We didn't get far.,Chúng tôi không đi xa được .,chúng tôi đã không đi xa.,27.77619034011791,0.9411764705882353,0.9333333333333333,0.9411764705882353,0.8035714285714286,"{'rouge1': Score(precision=0.8888888888888888, recall=1.0, fmeasure=0.9411764705882353), 'rouge2': Score(precision=0.875, recall=1.0, fmeasure=0.9333333333333333), 'rougeL': Score(precision=0.8888888888888888, recall=1.0, fmeasure=0.9411764705882353)}"
Judy is fond of dancing.,Judy thích khiêu vũ .,Judy thích khiêu vũ.,100.00000000000004,1.0,1.0,1.0,0.996,"{'rouge1': Score(precision=1.0, recall=1.0, fmeasure=1.0), 'rouge2': Score(precision=1.0, recall=1.0, fmeasure=1.0), 'rougeL': Score(precision=1.0, recall=1.0, fmeasure=1.0)}"
You have been spotted,Bạn đã bị phát hiện .,bạn đã bị phát hiện,50.81327481546149,1.0,1.0,1.0,0.9764705882352942,"{'rouge1': Score(precision=1.0, recall=1.0, fmeasure=1.0), 'rouge2': Score(precision=1.0, recall=1.0, fmeasure=1.0), 'rougeL': Score(precision=1.0, recall=1.0, fmeasure=1.0)}"
Thank you very much for all you have done.,Cảm ơn các bạn rất nhiều vì tất cả những gì các bạn đã làm .,cảm ơn bạn rất nhiều vì tất cả những gì bạn đã làm,54.237828377183035,0.9090909090909091,0.8095238095238095,0.9090909090909091,0.9714374694131779,"{'rouge1': Score(precision=0.8333333333333334, recall=1.0, fmeasure=0.9090909090909091), 'rouge2': Score(precision=0.7391304347826086, recall=0.8947368421052632, fmeasure=0.8095238095238095), 'rougeL': Score(precision=0.8333333333333334, recall=1.0, fmeasure=0.9090909090909091)}"
When did you come back from London?,Bạn trở về từ London khi nào ?,khi nào bạn trở về từ london,25.848657697858535,1.0,0.875,0.6666666666666666,0.97441793618856,"{'rouge1': Score(precision=1.0, recall=1.0, fmeasure=1.0), 'rouge2': Score(precision=0.875, recall=0.875, fmeasure=0.875), 'rougeL': Score(precision=0.6666666666666666, recall=0.6666666666666666, fmeasure=0.6666666666666666)}"
I figured you might be busy now,Tôi nghĩ bạn có thể đang bận rộn bây giờ,tôi đoán bạn có thể đang bận,39.281465090051306,0.7692307692307692,0.6666666666666666,0.6923076923076923,0.806697108066971,"{'rouge1': Score(precision=0.6666666666666666, recall=0.9090909090909091, fmeasure=0.7692307692307692), 'rouge2': Score(precision=0.5714285714285714, recall=0.8, fmeasure=0.6666666666666666), 'rougeL': Score(precision=0.6, recall=0.8181818181818182, fmeasure=0.6923076923076923)}"
"In 1940, life was difficult","Năm 1940 , cuộc sống thật khó khăn .","Năm 1940, cuộc sống thật khó khăn.",100.00000000000004,1.0,1.0,1.0,0.9993141289437586,"{'rouge1': Score(precision=1.0, recall=1.0, fmeasure=1.0), 'rouge2': Score(precision=1.0, recall=1.0, fmeasure=1.0), 'rougeL': Score(precision=1.0, recall=1.0, fmeasure=1.0)}"
Tom knows this place.,Tom biết nơi này .,tom biết nơi này.,66.87403049764218,1.0,1.0,1.0,0.996,"{'rouge1': Score(precision=1.0, recall=1.0, fmeasure=1.0), 'rouge2': Score(precision=1.0, recall=1.0, fmeasure=1.0), 'rougeL': Score(precision=1.0, recall=1.0, fmeasure=1.0)}"
The air is thin at the top of a high mountain,Không khí ở trên đỉnh một ngọn núi cao rất loãng .,không khí mỏng trên đỉnh núi cao,10.127993013562818,0.7857142857142858,0.4615384615384615,0.6428571428571428,0.7499999999999999,"{'rouge1': Score(precision=0.6470588235294118, recall=1.0, fmeasure=0.7857142857142858), 'rouge2': Score(precision=0.375, recall=0.6, fmeasure=0.4615384615384615), 'rougeL': Score(precision=0.5294117647058824, recall=0.8181818181818182, fmeasure=0.6428571428571428)}"
He's the most valuable player on our team,Anh ta là cầu thủ có giá trị nhất trong đội chúng tôi .,anh ấy là cầu thủ có giá trị nhất trong đội của chúng tôi,64.50001140844256,0.8888888888888888,0.7647058823529411,0.8888888888888888,0.8504464285714286,"{'rouge1': Score(precision=0.9411764705882353, recall=0.8421052631578947, fmeasure=0.8888888888888888), 'rouge2': Score(precision=0.8125, recall=0.7222222222222222, fmeasure=0.7647058823529411), 'rougeL': Score(precision=0.9411764705882353, recall=0.8421052631578947, fmeasure=0.8888888888888888)}"
We enjoyed a long voyage across the Pacific Ocean,Chúng tôi đã trải qua một chuyến đi dài xuyên Thái Bình Dương .,chúng tôi rất thích một chuyến đi dài qua biển Thái Bình Dương,27.379285619165262,0.8260869565217391,0.7272727272727272,0.7826086956521738,0.7389312977099237,"{'rouge1': Score(precision=0.8636363636363636, recall=0.7916666666666666, fmeasure=0.8260869565217391), 'rouge2': Score(precision=0.7619047619047619, recall=0.6956521739130435, fmeasure=0.7272727272727272), 'rougeL': Score(precision=0.8181818181818182, recall=0.75, fmeasure=0.7826086956521738)}"
Tom can be difficult to deal with at times.,Đôi khi Tom có thể gặp khó khăn để giải quyết .,tom có thể khó đối phó với đôi khi.,8.516593018819643,0.5833333333333334,0.27272727272727276,0.41666666666666663,0.6222488995598239,"{'rouge1': Score(precision=0.5, recall=0.7, fmeasure=0.5833333333333334), 'rouge2': Score(precision=0.23076923076923078, recall=0.3333333333333333, fmeasure=0.27272727272727276), 'rougeL': Score(precision=0.35714285714285715, recall=0.5, fmeasure=0.41666666666666663)}"
It happens more often than you would think,Nó xảy ra thường xuyên hơn bạn nghĩ .,nó xảy ra thường xuyên hơn bạn nghĩ,72.59795291154772,1.0,1.0,1.0,0.9866898148148149,"{'rouge1': Score(precision=1.0, recall=1.0, fmeasure=1.0), 'rouge2': Score(precision=1.0, recall=1.0, fmeasure=1.0), 'rougeL': Score(precision=1.0, recall=1.0, fmeasure=1.0)}"
Tom criticized everything Mary did,Tom chỉ trích mọi thứ Mary đã làm .,tom chỉ trích mọi thứ mary đã làm,35.49481056010054,1.0,1.0,1.0,0.9866898148148149,"{'rouge1': Score(precision=1.0, recall=1.0, fmeasure=1.0), 'rouge2': Score(precision=1.0, recall=1.0, fmeasure=1.0), 'rougeL': Score(precision=1.0, recall=1.0, fmeasure=1.0)}"
He's very strong.,Anh ấy rất mạnh mẽ .,Anh ấy rất khỏe.,32.46679154750991,0.6153846153846153,0.5454545454545454,0.6153846153846153,0.7352941176470589,"{'rouge1': Score(precision=0.5714285714285714, recall=0.6666666666666666, fmeasure=0.6153846153846153), 'rouge2': Score(precision=0.5, recall=0.6, fmeasure=0.5454545454545454), 'rougeL': Score(precision=0.5714285714285714, recall=0.6666666666666666, fmeasure=0.6153846153846153)}"
"My father died, leaving a large sum of money","Cha tôi mất , để lại một số tiền lớn .","cha tôi mất, để lại một khoản tiền lớn",51.93071778680675,0.896551724137931,0.8148148148148148,0.896551724137931,0.8861997310842195,"{'rouge1': Score(precision=0.9285714285714286, recall=0.8666666666666667, fmeasure=0.896551724137931), 'rouge2': Score(precision=0.8461538461538461, recall=0.7857142857142857, fmeasure=0.8148148148148148), 'rougeL': Score(precision=0.9285714285714286, recall=0.8666666666666667, fmeasure=0.896551724137931)}"
Tom drank his soda.,Tom uống nước ngọt của anh ta .,Tom uống soda của mình.,13.134549472120788,0.5263157894736842,0.3529411764705882,0.5263157894736842,0.5090725806451614,"{'rouge1': Score(precision=0.45454545454545453, recall=0.625, fmeasure=0.5263157894736842), 'rouge2': Score(precision=0.3, recall=0.42857142857142855, fmeasure=0.3529411764705882), 'rougeL': Score(precision=0.45454545454545453, recall=0.625, fmeasure=0.5263157894736842)}"
The oval office is in the White House,Văn phòng oval ở Nhà Trắng,văn phòng hình bầu dục ở trong ngôi nhà màu trắng,4.194930905450255,0.5384615384615385,0.3333333333333333,0.5384615384615385,0.3542857142857143,"{'rouge1': Score(precision=0.875, recall=0.3888888888888889, fmeasure=0.5384615384615385), 'rouge2': Score(precision=0.5714285714285714, recall=0.23529411764705882, fmeasure=0.3333333333333333), 'rougeL': Score(precision=0.875, recall=0.3888888888888889, fmeasure=0.5384615384615385)}"
"It is actually true that the less money you have, the less you worry","Sự thật là bạn càng ít tiền , bạn càng ít lo lắng .","thực tế là bạn càng có ít tiền, bạn càng ít lo lắng",61.62607099729587,0.9230769230769231,0.8108108108108109,0.9230769230769231,0.7833530106257379,"{'rouge1': Score(precision=0.9473684210526315, recall=0.9, fmeasure=0.9230769230769231), 'rouge2': Score(precision=0.8333333333333334, recall=0.7894736842105263, fmeasure=0.8108108108108109), 'rougeL': Score(precision=0.9473684210526315, recall=0.9, fmeasure=0.9230769230769231)}"
